mean_ocr_confidence,uncertain_tokens_count,missing_mandatory_fields_count,hs_code_invalid_flag,missing_permit_flag,weight_mismatch_flag,quantity_mismatch_flag,desc_similarity_score,risk_label
72.49041646665579,3,0,0,0,0,0,0.6631965491965667,0
71.86013454425388,4,0,0,0,0,1,0.7182083542719737,1
93.41549096795254,8,1,1,0,0,0,0.9735888201049324,2
73.18662213007362,1,0,1,0,1,0,0.8600222557004438,2
87.5057634744523,9,2,0,0,0,1,0.6624492537309048,1
86.51010350550132,0,0,0,0,1,0,0.822164575494273,2
77.67836307499542,0,1,0,0,0,1,1.0,1
72.04692638391339,14,1,0,1,1,0,0.8885899463986513,2
84.7388255838945,4,0,0,0,0,0,0.9204191548864615,0
73.89082460019442,4,0,0,0,0,1,1.0,1
76.83015365346765,0,0,0,0,0,0,0.9602830785790302,0
82.42342156063192,3,0,0,0,1,0,0.8777684216000085,2
82.74359995930205,6,0,0,0,0,0,0.8822071931606137,0
81.47697112485554,2,1,0,0,0,0,0.9424313968622511,1
90.63826669963753,0,0,0,0,0,0,0.8809562089465812,0
82.03906109808408,5,0,0,0,0,0,1.0,0
81.29860590648508,15,0,0,0,0,0,0.8803001470137252,0
67.91124111342975,12,1,0,0,0,0,0.8358553955377396,1
79.77836543181022,5,0,0,0,0,0,0.7957364151761908,0
93.88740286305287,11,0,0,0,0,1,0.7743559229156556,1
100.0,0,0,1,0,0,0,0.8800821721687794,2
82.61445650805666,6,0,0,0,0,0,0.8674983380603067,0
88.52960498362883,0,0,1,0,1,1,0.7738630066012162,2
73.28257165867362,3,0,0,0,0,0,0.8970441939127091,0
100.0,1,1,0,0,1,0,1.0,2
84.33783108889783,6,1,1,0,0,1,0.7594359050927745,2
91.58029162585905,5,1,1,0,0,0,1.0,2
90.89808345477675,3,0,0,0,1,0,0.917478364309861,2
100.0,2,0,0,1,1,1,0.7228941850726334,2
77.60838094851914,6,1,0,0,0,0,1.0,1
90.58083148147352,3,1,0,0,0,0,0.852519210832958,1
92.2063279523647,0,1,0,1,0,0,0.913028489643509,2
85.22444256757699,6,1,0,0,0,0,0.9298045238250597,1
80.91541927419844,7,0,0,0,0,0,1.0,0
91.40586433976607,5,0,0,0,1,0,1.0,2
85.50405680080205,15,2,0,1,0,1,0.8494417299071535,2
68.55422221885284,7,2,0,0,0,0,0.8014105280588945,1
93.08892100463353,16,0,0,0,0,0,1.0,0
94.68408826713045,6,1,0,0,0,1,1.0,1
91.20782230939662,12,3,0,0,0,0,0.8929084560810728,1
82.35966467830006,0,0,0,0,0,0,0.8316451640200216,0
75.77915826409807,5,2,0,1,0,0,0.9549136388297884,2
100.0,5,0,0,0,0,0,0.764343745985951,0
78.70502550200814,4,0,0,0,1,0,1.0,2
72.82073325897261,0,1,0,0,1,1,0.9099541557654444,2
97.84755022167796,0,0,0,0,0,0,1.0,0
88.46359833449071,8,0,0,0,0,0,0.7371446939803947,0
99.48383583155872,0,1,0,0,1,0,0.9026004753061765,2
84.75594415686557,1,0,1,0,0,0,1.0,2
100.0,4,3,1,1,0,0,0.8507205974391607,2
79.2261652974992,2,0,1,0,0,1,0.9805064494238964,2
78.62180261413461,11,1,0,0,0,1,1.0,1
92.1081609779779,12,1,0,0,0,1,0.7086208180139788,1
80.71347213869511,6,0,0,0,0,0,0.6335669299100002,0
86.15117786791737,0,1,0,0,0,1,0.8269702973838902,1
80.49072231278681,9,0,0,0,1,0,0.9901824947520018,2
86.24159892918377,0,0,0,0,0,0,0.8823946128545829,0
84.1865650388322,9,0,0,0,0,0,0.8243754985873565,0
92.02562044033871,9,0,0,0,0,0,0.8980845989695101,0
97.72441111178246,10,0,0,0,0,0,0.7041313603784971,0
76.10640386276961,0,1,0,0,0,1,0.6998981288208715,1
88.21537534340011,7,1,0,0,0,0,0.6682982149653656,1
79.20999500968728,0,1,1,0,0,0,0.7429943811849243,2
83.18210772478955,8,0,0,0,1,0,0.915968763750122,2
87.21383932770273,1,2,0,0,0,0,0.9651735845306674,1
73.07545567581356,2,2,0,0,1,1,0.7638686606168967,2
84.33420717234269,10,0,0,1,1,0,0.7708414794353942,2
90.70380336281427,7,0,0,1,1,0,0.7194973066877474,2
92.36504031582918,4,0,0,0,0,1,0.8972711627755725,1
76.39479134877017,1,0,0,0,0,0,1.0,0
86.25878814264642,5,0,0,0,0,0,0.8712701382544065,0
91.3158464783672,2,0,0,0,0,0,0.8016233105860107,0
87.3260338947784,2,2,0,1,0,0,0.8537723638079939,2
65.61723347574878,3,0,0,0,0,0,1.0,0
78.72689706057201,5,0,0,0,0,0,1.0,0
98.08333355647926,0,1,0,0,0,0,0.9124767854838696,1
98.3969128346694,3,0,1,0,0,0,1.0,2
83.25465356568932,5,0,1,0,1,0,1.0,2
73.10959589995593,8,0,0,0,0,0,1.0,0
92.01913135025703,10,0,0,0,0,0,0.8511761434940839,0
100.0,9,0,0,0,0,0,1.0,0
74.39809758601682,9,0,0,0,0,0,0.8360226929990902,0
100.0,5,0,0,0,0,0,1.0,0
87.12876993048059,11,0,0,0,0,0,0.957355865416105,0
66.40348368825777,7,2,0,0,0,0,1.0,1
82.50673076185141,3,1,1,1,0,0,0.8190129563744936,2
81.36882757229003,4,0,0,0,0,0,1.0,0
79.3608630645945,9,1,0,0,1,0,0.9889188121618759,2
90.59184718664197,2,0,1,0,0,0,1.0,2
91.26214997600671,3,0,1,0,0,0,0.9406014402212451,2
93.36282299940694,5,0,0,1,0,0,0.6746447308835065,2
82.17166372079431,4,0,1,0,0,0,0.8338276245668327,2
76.96259882811944,14,0,0,0,0,0,0.9161072820125653,0
74.79734842847924,6,0,0,0,1,0,0.505171747480957,2
84.16363260619879,6,0,0,1,0,0,0.8903309360143943,2
93.98608791620187,6,0,0,0,0,0,0.8257758659902905,0
76.95364438449896,8,0,0,0,0,0,0.9061926939930905,0
77.93558172811414,0,0,0,0,0,0,0.9796762833790998,0
69.0253619211557,5,0,0,0,0,0,0.7671322955017463,0
75.79555014297117,0,2,0,0,0,0,0.8851793310476826,1
88.76178281537246,5,2,0,0,0,1,0.8424894296425186,1
87.8014120238027,8,0,0,0,0,0,0.8385695922805997,0
97.33712806226129,4,1,0,0,0,0,0.6757533332835299,1
87.9371856955921,4,0,1,0,0,0,1.0,2
82.64225674410042,1,0,0,0,0,0,0.8099586396765284,0
90.10255419548655,0,0,0,0,0,1,1.0,1
68.6990309324076,4,0,0,0,0,0,0.7948800394953521,0
88.28028292412414,7,1,1,0,0,0,0.9338781897722158,2
57.20358837325214,10,2,0,0,0,0,0.842401060967996,1
95.47281728418372,0,2,1,0,0,0,0.8669626043519344,2
80.72736156010149,1,0,0,0,0,0,0.8717646093158469,0
58.539360446602075,0,0,0,0,0,1,0.813975309188592,1
99.8216288208106,7,0,0,0,1,0,0.8386086713162436,2
94.21820073779139,13,2,1,0,0,0,1.0,2
87.02377370988467,2,1,0,1,0,1,0.9244124041389701,2
89.13105909978255,8,0,1,0,0,0,1.0,2
71.94998136974264,0,0,0,0,0,0,0.6880239182038361,0
85.27127120921838,0,1,0,0,0,0,1.0,1
90.19466079433779,5,0,1,1,0,0,1.0,2
86.2061029136776,4,0,0,0,0,0,1.0,0
91.28829918616844,8,1,0,0,0,1,0.9963768127362853,1
68.57339866239971,7,2,0,1,0,1,0.9926346871926477,2
90.3027696489525,7,1,0,0,0,0,1.0,1
84.3550669012546,4,1,0,0,0,0,1.0,1
74.49766720654894,0,0,0,0,1,0,0.9340083738330429,2
85.43578755221773,5,1,0,1,0,0,1.0,2
64.46779384907447,6,0,0,1,0,0,0.498046841414797,2
91.57838645793524,8,0,0,0,0,0,0.9648766283903075,0
71.16249409862066,5,0,0,0,0,0,0.9797202513182361,0
87.49849318066285,4,0,1,0,0,0,1.0,2
75.22462361613997,5,0,0,0,0,0,0.9036162682075615,0
94.83512275169622,4,1,0,0,0,0,0.8549609861494435,1
78.34206024454328,7,1,0,1,1,0,1.0,2
91.67178301559244,0,0,0,0,0,0,0.9038188214815838,0
90.48250408443066,5,1,0,0,1,0,1.0,2
76.13479727266669,2,0,0,0,0,0,0.7758513877291972,0
85.17542923295649,3,0,0,0,0,0,0.8542529610640547,0
95.30561416069982,2,0,0,0,0,1,0.9470537890124004,1
62.686706629221604,5,0,0,0,0,0,0.918919621554944,0
80.83933769365836,10,0,0,0,0,1,1.0,1
76.22110153385091,1,0,0,0,0,0,0.7063003632258993,0
80.86388356170552,3,1,0,0,1,0,1.0,2
84.06308503132436,12,0,0,0,0,0,0.8807360195251854,0
79.33124861262684,0,0,0,0,0,0,0.6884501658365736,0
82.40422184676916,11,0,0,0,0,0,0.7276658727737879,0
73.55323502962993,11,0,0,0,0,1,1.0,1
70.69720168464885,16,0,1,0,0,0,1.0,2
84.33456397927496,3,0,1,1,1,0,1.0,2
76.46479759963135,2,1,1,0,1,0,1.0,2
90.45102504989919,0,0,0,0,1,0,0.8872380372449992,2
84.8592535828555,0,0,0,0,0,0,0.9979607695509193,0
100.0,9,0,0,0,0,0,0.608235456123609,0
77.81666474109097,4,0,0,0,1,0,0.8170495311373146,2
91.88496205588153,6,1,1,0,0,0,0.8793148332494918,2
96.54043637171536,0,2,0,1,0,0,1.0,2
85.22671283660844,0,0,0,1,0,0,0.8351364592188242,2
92.96045052554676,3,0,1,0,0,0,0.5149838657514592,2
88.25876255194156,4,0,0,0,0,0,0.7207455280285584,0
100.0,7,1,0,0,0,0,0.8173112931320283,1
92.78247759180188,6,3,0,0,0,1,1.0,1
96.27096320972103,3,0,0,0,0,1,0.8864656493818199,1
77.87400462563089,5,0,1,0,0,0,0.8434286523327005,2
100.0,2,0,0,0,0,0,0.7134231767929053,0
81.51865437046334,7,0,0,1,0,0,0.9627410298951364,2
71.02250906934515,6,0,0,1,1,0,0.9018907851752375,2
87.592904065017,12,1,0,0,1,0,1.0,2
86.53183778755742,5,0,0,0,0,0,0.8554660812265966,0
76.38481669558622,5,1,0,1,0,1,1.0,2
58.16651959191148,6,0,0,0,0,0,0.970015354075209,1
88.63506081309826,7,0,0,0,1,0,0.7339611307659155,2
91.77837779076957,17,0,0,0,0,0,0.7322674930656092,0
95.06637799021387,3,0,0,0,0,0,0.9162306335862281,0
97.0459441970863,0,1,0,0,0,1,0.6295953099517599,1
82.38020705203735,3,0,0,0,0,1,0.8568716564474468,1
74.88794618619471,13,0,0,0,0,0,0.636283650126987,0
80.74690012076623,6,1,1,0,0,0,0.942397004058576,2
89.28256446396372,7,1,0,1,0,1,1.0,2
85.46448346119331,2,0,1,0,0,0,0.8705469907785545,2
81.58916334103783,0,0,1,1,0,0,0.8205042149147643,2
79.33455281542672,0,1,0,1,1,1,0.9245479676582931,2
81.76352294944115,14,0,0,0,0,0,1.0,0
83.68573984231004,0,1,0,0,1,0,0.8167549243179529,2
88.07108752880313,1,1,0,0,0,1,0.8809266187717835,1
91.2160975273635,5,1,0,0,0,0,0.8533139626351444,1
86.49560417567176,16,1,1,0,0,0,0.9270552891784387,2
100.0,3,0,0,1,1,0,0.6573380553645662,2
83.01212414338228,13,1,0,0,0,0,0.9201391733696525,1
76.82481170526641,8,1,0,0,0,0,0.8674479066903955,1
72.32336361234718,6,2,0,0,1,0,1.0,2
86.30351102414731,0,2,1,0,0,0,0.9523471018290814,2
72.47669683120338,3,0,0,0,0,0,0.8246051570755963,0
90.19677167193899,1,1,0,0,1,0,0.9044627882099966,2
92.25104170254698,0,0,0,0,0,0,0.9426467439680917,0
75.0035832280343,0,0,0,0,1,0,0.8422134212015215,2
87.23677526795608,1,1,0,0,1,0,1.0,2
76.46635519564892,0,0,0,0,0,0,0.8090306571841183,0
96.57787426112023,0,0,1,0,1,1,0.6535520561809451,2
85.89707950544772,0,1,0,0,0,0,0.9404805297365137,1
96.37078775401771,12,0,0,0,0,0,0.9210785906195311,0
92.4278044990169,12,1,0,0,0,0,0.9470090791341906,1
89.08342898648712,9,0,0,0,0,1,0.6796077394079936,1
75.43480608929111,8,0,0,1,1,0,0.8308535358043477,2
86.33449995932051,3,0,1,0,0,0,0.8884383782438245,2
84.83027974882927,14,3,0,0,0,0,0.9866420760617617,1
99.42524797799116,3,0,0,0,0,1,0.6451694018557059,1
86.97350614987678,3,0,0,0,0,0,0.8979533506841544,0
82.44903371720098,0,0,0,0,0,0,0.9823092685942842,0
94.33503872196151,16,0,1,0,0,0,0.8992633048341183,2
100.0,0,0,0,0,1,0,0.6492521902958147,2
71.12195483974767,7,0,0,0,0,0,0.8625026449070914,0
92.51550423454887,7,0,0,0,0,0,0.7973184222033137,0
89.50945758515249,0,0,0,0,0,0,0.7645726480974178,0
91.32272793762512,0,2,0,1,1,0,0.8470774203917134,2
77.05496040342638,5,0,0,1,1,0,1.0,2
85.69733343789373,9,0,0,0,0,0,0.8326900185307824,0
90.77326061964041,7,0,0,0,0,0,0.7554293386703301,0
79.83542745940869,13,1,0,0,1,0,0.8240203909549165,2
85.96331722311105,14,2,0,0,0,1,0.9849907790036556,1
89.06434192286483,8,0,0,0,0,1,1.0,1
72.40025921412789,9,0,0,0,0,0,1.0,0
100.0,7,0,0,0,0,0,0.7247037224541815,0
89.70354598979578,9,0,0,0,0,0,0.9579241610689386,0
92.65932834668067,7,1,0,0,0,0,0.9397324445401364,1
68.10676479907372,8,0,1,0,0,0,0.8038962317749286,2
96.75099379590552,1,1,0,0,0,0,1.0,1
88.99327554898225,0,0,0,0,1,1,0.8876924490747152,2
88.17430201329863,0,0,0,1,0,0,0.9529585404269073,2
98.40567663928637,8,0,0,0,0,0,0.8061091692077116,0
97.61603041883141,1,0,0,0,0,0,0.8596684593590036,0
93.73054535015618,4,0,0,0,0,0,1.0,0
90.91381876608318,0,1,0,0,0,0,0.767386724171597,1
87.44981775596749,4,0,0,0,1,0,0.9153525465181643,2
81.22006800342312,2,0,1,0,0,0,1.0,2
97.25576793270386,2,1,1,0,0,0,0.9574936046664614,2
64.54453763992143,0,0,0,0,0,0,0.6761502605997692,0
79.57288216535714,9,0,0,0,0,0,0.7867491470439146,0
93.26217558474595,2,0,0,0,0,0,0.6476897771931052,0
73.14622348859702,5,0,0,0,0,0,0.6601482844543354,0
91.92234513148074,13,0,0,0,0,0,1.0,0
92.47279235448656,3,3,0,1,0,0,0.8868103053113859,2
82.29046602101332,0,0,0,0,0,0,1.0,0
63.43088797610473,2,0,1,0,0,0,0.9941509489257346,2
84.09975712865703,12,0,0,0,0,0,0.88111412211592,0
76.68199620171255,0,0,0,1,0,0,1.0,2
84.70502139345398,8,0,0,0,0,1,0.9111428060028494,1
95.19006992608496,4,0,0,0,0,0,0.8960931775859072,0
77.75976572437126,13,0,0,0,0,0,0.8957342410520779,0
97.55279118790719,12,1,0,0,0,0,1.0,1
95.22779719732264,11,0,1,0,0,0,0.9060562028555915,2
85.27448642356381,1,0,0,0,0,0,1.0,0
90.1719637015454,4,0,0,0,1,0,1.0,2
79.65825298640493,1,0,0,0,0,0,1.0,0
98.28612681487787,1,2,0,0,0,1,1.0,1
76.70538412498026,0,0,0,0,1,1,0.9374457383061897,2
79.29088301787591,1,0,0,0,0,1,0.8882751878113667,1
76.53222022401604,8,2,0,0,1,0,1.0,2
97.33783916049299,0,0,0,0,0,0,0.835736546707618,0
100.0,10,0,0,0,1,0,0.6674299919328879,2
94.01039546526248,4,0,0,0,0,0,1.0,0
85.85377836280088,9,0,1,0,0,1,1.0,2
92.26365082625843,4,0,0,0,0,0,1.0,0
61.5835129816488,13,1,0,1,0,1,0.9901854904843095,2
88.6720219177573,9,2,1,0,0,1,0.6229030750074291,2
95.31754022993219,6,0,1,0,1,0,0.8195263801070757,2
100.0,6,0,0,0,0,0,1.0,0
90.25273759602578,5,0,0,0,0,0,0.895067586829503,0
95.70470845971109,9,0,0,1,0,0,0.8839211695282005,2
70.27339142938119,5,1,0,0,0,0,0.688723323817673,1
93.92009186250951,8,1,1,0,0,0,0.8346813493437696,2
91.81969259867802,5,0,0,0,0,0,0.773110426083848,0
65.62926665700991,9,0,0,0,0,0,0.4351431050963737,1
100.0,12,0,0,0,0,0,0.9390735060262247,0
78.80232083111922,3,0,0,0,0,0,0.7258900995388696,0
66.57539259425549,4,0,1,0,0,0,0.9191978697994626,2
93.39649230414754,5,0,0,0,0,0,0.8011650024810193,0
100.0,10,0,0,1,1,0,0.7588357476894231,2
100.0,0,2,0,0,0,0,0.9489136971114857,1
90.90796217255071,2,1,0,0,0,0,1.0,1
79.39869352292628,9,1,0,0,1,0,1.0,2
81.73287970802802,3,0,0,0,0,1,0.8913961380708101,1
94.84878672063111,6,2,1,0,0,0,0.7358602565218281,2
100.0,2,0,0,0,1,0,0.6664476468082465,2
84.04750767451057,6,0,0,0,0,0,0.6606505254851186,0
90.23165637245656,5,1,0,0,0,1,0.5400855785303551,1
100.0,1,1,0,0,1,0,1.0,2
77.34050368253247,5,0,0,0,0,0,1.0,0
76.40999591932663,7,0,0,0,0,1,0.8536196552599246,1
100.0,12,0,0,0,0,0,1.0,0
74.57284515014797,2,0,0,0,0,0,0.7721096661728482,0
80.7231037345906,0,0,0,0,0,0,1.0,0
92.75494199759324,5,2,0,1,0,0,0.8041066914696919,2
88.42294994205112,3,0,0,0,0,0,0.7203389260653046,0
100.0,0,1,1,0,0,1,0.8243143108547253,2
80.36609163222677,2,3,1,0,0,0,0.9445810033671314,2
83.5142945269335,3,0,0,0,0,1,0.8996327705320176,1
86.12797726085094,10,0,0,0,1,0,0.9506241216143837,2
84.7053585553723,0,0,0,0,1,1,0.9173182934953192,2
83.91468439407477,0,0,0,0,0,0,1.0,0
88.35958178143264,2,0,0,0,0,0,1.0,0
77.46733985593875,5,0,0,0,1,0,0.9747936160214778,2
94.18912536066065,4,0,0,1,0,1,0.6333531998178566,2
73.28226218289076,4,1,0,0,1,0,0.937460729767796,2
76.58196365010603,0,0,0,0,0,0,0.8228963684681124,0
81.51383085661837,0,1,1,1,0,1,0.9273466784412967,2
92.8237938914158,0,0,0,0,0,0,0.821894461354999,0
88.64898280268683,16,2,0,0,0,0,1.0,1
86.01795205663508,6,1,0,0,0,1,0.8611944544967878,1
84.60690107749909,3,0,0,0,0,0,0.8065726934070347,0
100.0,5,1,0,0,0,0,0.989117265575403,1
100.0,11,0,0,0,0,0,0.873372545366444,0
80.66585467210776,2,0,0,0,0,0,0.9563684607281425,0
97.09878522230244,2,0,0,0,1,0,1.0,2
87.29986448435967,11,0,0,0,1,0,0.8979814178471299,2
78.15770201705942,6,0,1,0,0,0,1.0,2
72.25926458868253,5,0,0,0,0,0,0.8971583063343346,0
78.15263462871835,0,0,0,0,0,0,0.7101718862923836,0
73.97192785547253,0,0,0,0,0,0,1.0,0
70.74612578436592,15,0,0,0,0,0,0.5104536560930049,1
94.92603142632586,2,0,0,0,1,0,0.9522516006325944,2
72.1939771060466,10,0,0,0,0,0,0.9415167435022479,0
92.84478783933167,5,0,0,0,0,0,1.0,0
91.43434767826271,4,0,0,1,1,1,0.9831240982342018,2
79.74203326774395,9,1,0,0,0,0,1.0,1
82.9417224999435,9,0,1,0,0,0,0.7216804182194526,2
76.2042703404472,4,0,0,0,0,0,1.0,0
90.71775960662535,8,0,1,0,0,0,0.8096915715594736,2
96.6552255743107,5,0,0,0,0,0,1.0,0
90.90377478600115,6,0,0,0,0,0,0.7755559238349021,0
72.49533399577062,1,1,1,0,0,0,0.8512399498760241,2
98.64977761037233,3,0,0,0,0,0,0.946764496459625,0
87.84744133323488,6,1,0,0,0,0,0.9392403305838487,1
79.27303415082008,2,1,0,0,0,0,0.6995926280077569,1
77.32156634203908,0,1,0,0,0,0,0.7000187745410777,1
87.68586387078373,10,2,0,0,0,0,0.928239252914024,1
92.24665369440402,7,0,0,0,0,0,1.0,0
60.296250452482006,8,0,0,0,0,0,1.0,0
96.10094127607373,5,0,0,0,1,0,0.9050801410975198,2
83.27387579464494,8,0,0,0,0,0,0.6018868922662586,0
90.04673562422383,5,1,0,0,0,0,0.981204677761771,1
84.54614744158216,7,0,0,1,0,0,0.872446058241467,2
83.33519657567102,5,0,0,0,1,0,0.8094348433320429,2
94.02589128032463,5,1,0,0,1,0,1.0,2
87.9496732655996,5,0,0,0,0,0,0.9736449339037448,0
80.39254993687683,5,0,0,0,0,0,0.9224275463791053,0
90.61384502826807,0,0,0,0,0,0,0.9917037418510422,0
80.93356084339752,12,0,1,0,0,0,1.0,2
86.26424176214796,1,0,0,1,0,1,0.842452121514751,2
71.643186986478,1,0,0,0,1,0,1.0,2
100.0,0,0,0,1,0,1,1.0,2
89.67766149734355,1,0,0,0,0,1,0.755719598650632,1
67.97074914546012,8,2,1,0,0,1,1.0,2
76.94150633243716,6,0,0,0,0,0,0.9388159274923179,0
89.54589208717893,14,0,1,1,0,0,0.82499666575671,2
99.05047532876837,1,0,1,0,0,0,0.9191089286438943,2
90.874938345976,6,0,0,0,1,0,1.0,2
65.9299585149974,2,0,0,1,0,1,1.0,2
83.48148262852669,7,0,1,0,0,0,0.936972160674517,2
98.75510124136636,0,0,0,0,0,0,0.9555964440356236,0
85.69324553695155,7,2,0,0,0,0,0.9437161725140943,1
68.47341667711842,1,0,0,0,0,1,0.7297431416095362,1
77.40852702355676,5,1,1,0,0,0,0.9042589354288308,2
75.45184343821596,3,0,0,0,0,0,0.716316830903191,0
92.01673526984433,9,0,0,0,0,0,0.9993658433720973,0
86.70806328338765,4,1,0,0,0,1,0.9340970113020579,1
76.60791594423166,0,0,0,0,0,0,0.9712925082702094,0
83.3996377489125,1,0,1,0,0,0,0.9817692764965674,2
77.60692214611319,1,0,0,0,1,0,0.8958411842407256,2
80.1551699014418,5,0,0,0,0,0,0.947194177326649,0
78.35254613581125,3,0,1,0,0,0,0.7181986821243757,2
72.48644878481515,6,1,0,0,0,0,0.986755297369235,1
89.0434959881578,13,1,0,0,0,0,0.7292272648952571,1
83.15548387374056,7,0,0,0,0,0,1.0,0
93.03789072556008,7,1,1,0,0,0,0.9646371839945995,2
75.60904393304648,2,0,0,0,0,0,0.9197033548419635,0
83.79210625625645,9,0,1,0,0,0,0.7313532571795893,2
91.88285878983008,5,0,0,0,0,0,1.0,0
99.1919256390129,1,1,1,0,0,0,0.8323815000274718,2
88.70438415841238,1,2,1,0,0,0,0.9332444044655004,2
85.50171577833316,2,0,0,0,1,1,0.9510891784954253,2
94.23505904941176,6,0,1,1,0,0,0.8277072677920296,2
90.85206241042061,9,0,0,0,1,1,0.8540056757622518,2
85.70147864890183,9,0,0,0,0,0,0.9702575503072663,0
84.17211815104692,7,0,1,0,0,0,0.9362372097064112,2
80.84060990818267,3,0,0,0,0,0,0.9692204584134385,0
81.64882434888261,2,0,0,0,0,0,0.7140933047444347,0
96.12133081595736,2,1,0,0,0,1,1.0,1
72.95977144285088,3,0,1,0,0,0,0.9542003159033303,2
86.33966506817629,11,1,0,0,1,0,0.9862452872756861,2
85.8164812297573,5,0,1,0,0,0,0.8824551047047675,2
95.48370713840895,5,0,0,1,0,0,0.8256668301868737,2
80.53802986138572,0,2,0,0,0,0,0.9390859369928273,1
95.39990451152056,5,0,0,0,1,0,0.6917816804558856,2
85.65530013905875,3,0,0,0,1,0,0.8882942104436024,2
78.28728718828489,6,3,0,0,0,0,1.0,1
85.94824555053252,0,0,0,0,0,0,0.76307071100702,0
93.66434278495619,5,0,0,1,1,0,0.8282157498562581,2
92.17704164597538,18,1,1,1,0,0,1.0,2
72.43377101125103,3,0,0,0,0,0,0.6203530489115957,0
92.70521403669778,1,0,0,0,0,0,0.7239961413449307,0
80.89995336974452,13,0,0,0,0,0,0.9002103159260482,0
70.16351826476371,0,0,0,0,0,0,1.0,0
83.06440999631235,6,0,0,0,1,0,1.0,2
94.64978902464031,14,0,0,0,1,0,1.0,2
100.0,7,0,0,0,1,1,1.0,2
89.10016071826905,4,0,0,0,1,0,1.0,2
82.95641409977553,2,0,0,0,0,1,0.910131154311798,1
83.57116819213977,5,1,0,0,0,1,0.8164542649606176,1
87.23271821181223,6,0,0,1,0,0,0.8984166207671642,2
87.19008933159866,1,0,0,0,1,0,1.0,2
87.3988328441536,9,1,1,0,0,1,0.8947467789021332,2
92.32832210323768,3,1,0,0,1,0,0.8642463512951888,2
